boreholeNo,depth,nValue,rqd
BH-107,33.0,30,60
BH-107,34.5,14,19
BH-107,36.0,15,40
BH-107,37.5,7,21
BH-107,39.0,16,14
BH-107,40.5,50,36
BH-107,42.0,14,99
BH-107,43.5,40,86
BH-107,45.0,4,18
BH-107,46.5,19,24
BH-107,48.0,40,89
BH-107,49.5,44,43
BH-107,51.0,32,7
BH-107,52.5,31,92
BH-107,54.0,34,24
BH-107,55.5,17,38
BH-107,57.0,42,72
BH-108,1.5,5,72
BH-108,3.0,17,96
BH-108,4.5,36,47
BH-108,6.0,25,76
BH-108,7.5,4,51
BH-108,9.0,29,29
BH-108,10.5,32,35
BH-108,12.0,36,36
BH-108,13.5,30,1
BH-108,15.0,35,57
BH-108,16.5,40,2
BH-108,18.0,23,10
BH-108,19.5,28,94
BH-108,21.0,7,28
BH-108,22.5,34,43
BH-108,24.0,12,44
BH-108,25.5,40,14
BH-108,27.0,39,91
BH-108,28.5,28,57
BH-108,30.0,46,95
BH-108,31.5,2,76
BH-108,33.0,28,25
BH-108,34.5,37,70
BH-108,36.0,11,72
BH-108,37.5,15,6
BH-108,39.0,7,82
BH-108,40.5,23,15
BH-109,1.5,27,4
BH-109,3.0,37,85
BH-109,4.5,6,46
BH-109,6.0,45,70
BH-109,7.5,34,12
BH-109,9.0,37,28
BH-109,10.5,6,54
BH-109,12.0,9,88
BH-109,13.5,19,73
BH-109,15.0,37,88
BH-109,16.5,25,24
BH-109,18.0,46,76
BH-109,19.5,9,38
BH-109,21.0,38,77
BH-109,22.5,44,64
BH-109,24.0,38,59
BH-109,25.5,6,98
BH-109,27.0,40,30
BH-109,28.5,22,68
BH-109,30.0,13,53
BH-109,31.5,48,50
BH-109,33.0,39,41
BH-109,34.5,31,30
BH-109,36.0,1,37
BH-109,37.5,13,47
BH-109,39.0,41,21
BH-109,40.5,25,89
BH-109,42.0,11,97
BH-109,43.5,11,26
BH-109,45.0,39,88
BH-109,46.5,35,37
BH-109,48.0,21,9
BH-109,49.5,26,22
BH-109,51.0,50,30
BH-110,1.5,46,99
BH-110,3.0,35,6
BH-110,4.5,17,11
BH-110,6.0,25,96
BH-110,7.5,18,22
BH-110,9.0,13,83
BH-110,10.5,22,83
BH-110,12.0,7,96
BH-110,13.5,39,50
BH-110,15.0,41,51
BH-110,16.5,9,77
BH-110,18.0,35,21
BH-110,19.5,34,51
BH-110,21.0,8,55
BH-110,22.5,8,73
BH-110,24.0,42,93
BH-110,25.5,36,88
BH-110,27.0,18,25
BH-110,28.5,26,46
BH-110,30.0,27,13
BH-110,31.5,50,90
BH-110,33.0,15,48
BH-110,34.5,21,39
BH-110,36.0,39,15
BH-110,37.5,14,66
BH-110,39.0,19,38
BH-110,40.5,2,24
BH-110,42.0,5,41
BH-110,43.5,25,89
BH-110,45.0,48,3
BH-110,46.5,28,46
BH-110,48.0,39,49
BH-110,49.5,41,46
BH-110,51.0,24,61
BH-110,52.5,6,68
BH-111,1.5,27,66
BH-111,3.0,45,54
BH-111,4.5,5,57
BH-111,6.0,12,48
BH-111,7.5,15,85
BH-111,9.0,24,46
BH-111,10.5,50,3
BH-111,12.0,25,64
BH-111,13.5,48,21
BH-111,15.0,9,77
BH-111,16.5,10,11
BH-111,18.0,18,89
BH-111,19.5,16,99
BH-111,21.0,41,87
BH-111,22.5,34,24
BH-111,24.0,32,63
BH-111,25.5,35,7
BH-111,27.0,3,18
BH-111,28.5,33,25
BH-111,30.0,8,34
BH-111,31.5,41,47
BH-111,33.0,13,9
BH-111,34.5,12,3
BH-111,36.0,24,49
BH-111,37.5,46,59
BH-111,39.0,18,23
BH-111,40.5,28,36
BH-111,42.0,13,51
BH-111,43.5,29,93
BH-111,45.0,34,93
BH-111,46.5,25,37
BH-111,48.0,2,81
BH-111,49.5,32,79
BH-111,51.0,24,32
BH-111,52.5,36,8
BH-111,54.0,35,100
BH-111,55.5,31,74
BH-112,1.5,16,21
BH-112,3.0,27,60
BH-112,4.5,28,84
BH-112,6.0,28,37
BH-112,7.5,21,87
BH-112,9.0,33,63
BH-112,10.5,43,24
BH-112,12.0,17,18
BH-112,13.5,24,63
BH-112,15.0,4,50
BH-112,16.5,22,95
BH-112,18.0,20,10
BH-112,19.5,49,100
BH-112,21.0,13,43
BH-112,22.5,46,80
BH-112,24.0,11,23
BH-112,25.5,47,58
BH-112,27.0,1,17
BH-112,28.5,16,36
BH-112,30.0,42,27
BH-112,31.5,4,17
BH-112,33.0,16,69
BH-112,34.5,16,28
BH-112,36.0,48,21
BH-112,37.5,18,26
BH-112,39.0,41,10
BH-112,40.5,48,78
BH-112,42.0,35,9
BH-112,43.5,9,99
BH-112,45.0,11,50
BH-112,46.5,8,84
BH-112,48.0,13,58
BH-113,1.5,17,6
BH-113,3.0,26,79
BH-113,4.5,49,66
BH-113,6.0,45,97
BH-113,7.5,33,8
BH-113,9.0,20,72
BH-113,10.5,26,75
BH-113,12.0,20,2
BH-113,13.5,5,33
BH-113,15.0,33,34
BH-113,16.5,28,26
BH-113,18.0,38,31
BH-113,19.5,42,64
BH-113,21.0,20,73
BH-113,22.5,35,9
BH-113,24.0,3,22
BH-113,25.5,20,20
BH-113,27.0,23,30
BH-113,28.5,6,19
BH-113,30.0,33,3
BH-113,31.5,33,13
BH-113,33.0,1,2
BH-113,34.5,25,20
BH-113,36.0,11,6
BH-113,37.5,36,24
BH-113,39.0,48,1
BH-113,40.5,21,36
BH-113,42.0,1,35
BH-113,43.5,50,47
BH-113,45.0,1,11
BH-113,46.5,23,20
BH-113,48.0,40,7
BH-113,49.5,45,20
BH-113,51.0,24,33
BH-113,52.5,23,16
BH-113,54.0,18,13
BH-114,1.5,31,12
BH-114,3.0,38,100
BH-114,4.5,30,67
BH-114,6.0,20,56
BH-114,7.5,25,98
BH-114,9.0,34,5
BH-114,10.5,20,72
BH-114,12.0,47,69
BH-114,13.5,27,37
BH-114,15.0,34,11
BH-114,16.5,36,55
BH-114,18.0,17,10
BH-114,19.5,16,60
BH-114,21.0,6,7
BH-114,22.5,39,75
BH-114,24.0,22,6
BH-114,25.5,15,78
BH-114,27.0,19,20
BH-114,28.5,50,100
BH-114,30.0,28,13
BH-114,31.5,35,47
BH-114,33.0,34,9
BH-115,1.5,38,8
BH-115,3.0,31,4
BH-115,4.5,32,84
BH-115,6.0,30,81
BH-115,7.5,8,8
BH-115,9.0,34,80
BH-115,10.5,40,50
BH-115,12.0,9,61
BH-115,13.5,29,63
BH-115,15.0,1,42
BH-115,16.5,23,52
BH-115,18.0,19,68
BH-115,19.5,5,100
BH-115,21.0,39,94
BH-115,22.5,37,52
BH-115,24.0,22,97
BH-115,25.5,48,57
BH-115,27.0,19,63
BH-115,28.5,12,28
BH-115,30.0,42,37
BH-115,31.5,11,30
BH-115,33.0,16,34
BH-115,34.5,17,40
BH-115,36.0,19,60
BH-115,37.5,15,71
BH-115,39.0,20,48
BH-115,40.5,46,13
BH-115,42.0,15,5
BH-115,43.5,33,86
BH-115,45.0,25,95
BH-115,46.5,9,34
BH-115,48.0,34,0
BH-115,49.5,22,27
BH-115,51.0,17,6
BH-115,52.5,1,94
BH-115,54.0,3,2
BH-115,55.5,12,12
BH-115,57.0,49,79
BH-116,1.5,10,9
BH-116,3.0,43,53
BH-116,4.5,37,5
BH-116,6.0,39,24
BH-116,7.5,36,44
BH-116,9.0,23,28
BH-116,10.5,1,86
BH-116,12.0,33,11
BH-116,13.5,47,3
BH-116,15.0,25,18
BH-116,16.5,37,76
BH-116,18.0,3,59
BH-116,19.5,7,37
BH-116,21.0,20,80
BH-116,22.5,5,85
BH-116,24.0,7,90
BH-116,25.5,4,26
BH-116,27.0,41,39
BH-116,28.5,3,99
BH-116,30.0,27,97
BH-116,31.5,1,95
BH-116,33.0,33,41
BH-116,34.5,40,73
BH-116,36.0,8,28
BH-116,37.5,34,40
BH-116,39.0,23,17
BH-116,40.5,38,65
BH-116,42.0,22,54
BH-116,43.5,27,86
BH-116,45.0,16,18
BH-117,1.5,43,20
BH-117,3.0,32,81
BH-117,4.5,24,88
BH-117,6.0,23,8
BH-117,7.5,36,13
BH-117,9.0,6,71
BH-117,10.5,20,45
BH-117,12.0,38,80
BH-117,13.5,5,48
BH-117,15.0,33,1
BH-117,16.5,13,94
BH-117,18.0,29,41
BH-117,19.5,19,77
BH-117,21.0,5,25
BH-117,22.5,22,85
BH-117,24.0,22,60
BH-117,25.5,40,14
BH-117,27.0,1,56
BH-117,28.5,39,47
BH-117,30.0,4,100
BH-117,31.5,41,9
BH-117,33.0,9,95
BH-117,34.5,8,49
BH-117,36.0,27,92
BH-117,37.5,2,64
BH-117,39.0,36,94
BH-117,40.5,50,51
BH-117,42.0,1,92
BH-117,43.5,28,89
BH-117,45.0,22,58
BH-117,46.5,19,62
BH-117,48.0,13,99
BH-117,49.5,22,13
BH-117,51.0,33,16
BH-118,1.5,34,67
BH-118,3.0,3,97
BH-118,4.5,10,91
BH-118,6.0,16,82
BH-118,7.5,9,78
BH-118,9.0,31,39
BH-118,10.5,47,44
BH-118,12.0,33,41
BH-118,13.5,37,9
BH-118,15.0,33,58
BH-118,16.5,15,62
BH-118,18.0,1,61
BH-118,19.5,44,31
BH-118,21.0,30,13
BH-118,22.5,27,88
BH-118,24.0,17,66
BH-118,25.5,3,93
BH-118,27.0,44,42
BH-118,28.5,16,87
BH-118,30.0,17,80
BH-118,31.5,21,94
BH-118,33.0,3,18
BH-118,34.5,35,29
BH-118,36.0,5,88
BH-118,37.5,46,27
BH-118,39.0,36,60
BH-118,40.5,18,68
BH-118,42.0,19,36
BH-118,43.5,27,60
BH-118,45.0,49,39
BH-118,46.5,27,29
BH-118,48.0,48,63
BH-118,49.5,28,27
BH-118,51.0,19,98
BH-118,52.5,43,42
BH-118,54.0,43,50
BH-118,55.5,16,96
BH-118,57.0,35,15
BH-118,58.5,15,47
BH-119,1.5,36,33
BH-119,3.0,35,21
BH-119,4.5,41,2
BH-119,6.0,4,62
BH-119,7.5,28,10
BH-119,9.0,45,15
BH-119,10.5,18,14
BH-119,12.0,41,81
BH-119,13.5,19,89
BH-119,15.0,13,28
BH-119,16.5,7,45
BH-119,18.0,19,28
BH-119,19.5,29,51
BH-119,21.0,11,1
BH-119,22.5,31,78
BH-119,24.0,35,63
BH-119,25.5,5,63
BH-119,27.0,30,52
BH-119,28.5,42,78
BH-119,30.0,8,33
BH-120,1.5,40,82
BH-120,3.0,42,1
BH-120,4.5,7,2
BH-120,6.0,14,64
BH-120,7.5,10,92
BH-120,9.0,50,34
BH-120,10.5,27,56
BH-120,12.0,8,44
BH-120,13.5,38,80
BH-120,15.0,32,64
BH-120,16.5,31,77
BH-120,18.0,6,91
BH-120,19.5,19,40
BH-120,21.0,44,32
BH-120,22.5,48,91
BH-120,24.0,15,34
BH-120,25.5,22,73
BH-120,27.0,29,54
BH-120,28.5,31,4
BH-120,30.0,46,45
BH-120,31.5,45,95
BH-120,33.0,46,48
BH-121,1.5,29,94
BH-121,3.0,31,48
BH-121,4.5,14,17
BH-121,6.0,5,63
BH-121,7.5,33,11
BH-121,9.0,27,86
BH-121,10.5,30,23
BH-121,12.0,6,68
BH-121,13.5,8,68
BH-121,15.0,49,66
BH-121,16.5,4,86
BH-121,18.0,34,1
BH-121,19.5,16,58
BH-121,21.0,20,98
BH-121,22.5,10,44
BH-121,24.0,25,95
BH-121,25.5,10,37
BH-121,27.0,3,3
BH-121,28.5,26,76
BH-121,30.0,9,35
BH-121,31.5,18,84
BH-121,33.0,14,89
BH-121,34.5,17,90
BH-121,36.0,39,98
BH-121,37.5,9,42
BH-121,39.0,3,25
BH-121,40.5,9,33
BH-121,42.0,27,14
BH-121,43.5,46,93
BH-121,45.0,3,7
BH-121,46.5,1,51
BH-122,1.5,16,75
BH-122,3.0,22,67
BH-122,4.5,50,60
BH-122,6.0,18,72
BH-122,7.5,7,89
BH-122,9.0,5,10
BH-122,10.5,1,15
BH-122,12.0,13,73
BH-122,13.5,46,68
BH-122,15.0,18,9
BH-122,16.5,32,50
BH-122,18.0,43,15
BH-122,19.5,7,83
BH-122,21.0,34,26
BH-122,22.5,16,8
BH-122,24.0,39,24
BH-122,25.5,25,87
BH-122,27.0,16,77
BH-122,28.5,23,86
BH-122,30.0,9,67
BH-122,31.5,1,85
BH-122,33.0,30,2
BH-122,34.5,41,63
BH-122,36.0,3,71
BH-122,37.5,43,13
BH-122,39.0,5,31
BH-122,40.5,15,34
BH-122,42.0,12,43
BH-122,43.5,40,3
BH-122,45.0,36,100
BH-122,46.5,46,98
BH-122,48.0,23,53
BH-122,49.5,2,50
BH-122,51.0,35,96
BH-123,1.5,10,67
BH-123,3.0,17,27
BH-123,4.5,34,93
BH-123,6.0,19,38
BH-123,7.5,38,80
BH-123,9.0,14,65
BH-123,10.5,36,77
BH-123,12.0,42,24
BH-123,13.5,46,69
BH-123,15.0,15,98
BH-123,16.5,25,51
BH-123,18.0,34,51
BH-123,19.5,7,86
BH-123,21.0,42,57
BH-123,22.5,3,1
BH-123,24.0,12,72
BH-123,25.5,47,34
BH-123,27.0,3,25
BH-123,28.5,21,84
BH-123,30.0,46,48
BH-123,31.5,16,90
BH-123,33.0,24,0
BH-123,34.5,35,66
BH-123,36.0,49,48
BH-123,37.5,6,83
BH-124,1.5,35,92
BH-124,3.0,20,83
BH-124,4.5,32,90
BH-124,6.0,49,92
BH-124,7.5,43,67
BH-124,9.0,48,30
BH-124,10.5,19,66
BH-124,12.0,11,15
BH-124,13.5,29,74
BH-124,15.0,38,58
BH-124,16.5,4,71
BH-124,18.0,5,61
BH-124,19.5,43,39
BH-124,21.0,27,16
BH-124,22.5,4,9
BH-124,24.0,11,13
BH-124,25.5,28,23
BH-124,27.0,38,29
BH-124,28.5,43,51
BH-124,30.0,50,89
BH-124,31.5,26,12
BH-124,33.0,6,15
BH-124,34.5,8,96
BH-124,36.0,13,73
BH-124,37.5,42,19
BH-124,39.0,48,45
BH-124,40.5,15,51
BH-124,42.0,6,65
BH-124,43.5,47,18
BH-124,45.0,50,5
BH-124,46.5,50,66
BH-124,48.0,47,97
BH-124,49.5,5,80
BH-124,51.0,12,7
BH-124,52.5,36,85
BH-124,54.0,27,41
BH-124,55.5,50,95
BH-125,1.5,35,33
BH-125,3.0,43,26
BH-125,4.5,45,34
BH-125,6.0,32,36
BH-125,7.5,2,1
BH-125,9.0,43,69
BH-125,10.5,16,40
BH-125,12.0,17,54
BH-125,13.5,9,45
BH-125,15.0,34,89
BH-125,16.5,33,84
BH-125,18.0,40,29
BH-125,19.5,3,5
BH-125,21.0,7,18
BH-125,22.5,14,14
BH-125,24.0,50,53
BH-125,25.5,3,74
BH-125,27.0,26,91
BH-125,28.5,27,44
BH-125,30.0,31,12
BH-125,31.5,23,50
BH-125,33.0,11,99
BH-125,34.5,31,10
BH-125,36.0,43,38
BH-125,37.5,8,22
BH-125,39.0,38,0
BH-125,40.5,2,87
BH-125,42.0,29,68
BH-125,43.5,20,14
BH-126,1.5,9,74
BH-126,3.0,16,17
BH-126,4.5,21,83
BH-126,6.0,32,49
BH-126,7.5,2,46
BH-126,9.0,20,32
BH-126,10.5,28,71
BH-126,12.0,45,34
BH-126,13.5,12,14
BH-126,15.0,48,22
BH-126,16.5,15,82
BH-126,18.0,3,77
BH-126,19.5,9,81
BH-126,21.0,27,13
BH-126,22.5,38,25
BH-126,24.0,48,30
BH-126,25.5,18,49
BH-126,27.0,5,48
BH-126,28.5,38,79
BH-126,30.0,3,9
BH-126,31.5,12,4
BH-126,33.0,21,39
BH-126,34.5,5,44
BH-126,36.0,24,63
BH-127,1.5,44,11
BH-127,3.0,29,42
BH-127,4.5,8,65
BH-127,6.0,25,7
BH-127,7.5,35,95
BH-127,9.0,42,20
BH-127,10.5,26,7
BH-127,12.0,17,45
BH-127,13.5,30,29
BH-127,15.0,36,7
BH-127,16.5,5,60
BH-127,18.0,40,48
BH-127,19.5,27,91
BH-127,21.0,50,59
BH-127,22.5,47,22
BH-127,24.0,43,48
BH-127,25.5,21,53
BH-127,27.0,50,78
BH-127,28.5,20,20
BH-127,30.0,37,1
BH-128,1.5,37,0
BH-128,3.0,50,57
BH-128,4.5,13,29
BH-128,6.0,42,99
BH-128,7.5,5,26
BH-128,9.0,36,42
BH-128,10.5,9,36
BH-128,12.0,25,100
BH-128,13.5,34,68
BH-128,15.0,15,70
BH-128,16.5,20,54
BH-128,18.0,4,42
BH-128,19.5,43,38
BH-128,21.0,45,52
BH-128,22.5,24,29
BH-128,24.0,23,83
BH-128,25.5,20,59
BH-128,27.0,12,18
BH-128,28.5,25,18
BH-128,30.0,29,76
BH-128,31.5,37,54
BH-128,33.0,8,89
BH-129,1.5,26,68
BH-129,3.0,36,97
BH-129,4.5,44,67
BH-129,6.0,13,34
BH-129,7.5,8,18
BH-129,9.0,14,13
BH-129,10.5,27,47
BH-129,12.0,26,39
BH-129,13.5,8,31
BH-129,15.0,18,76
BH-129,16.5,42,100
BH-129,18.0,46,18
BH-129,19.5,11,54
BH-129,21.0,39,5
BH-129,22.5,47,73
BH-129,24.0,46,67
BH-129,25.5,44,3
BH-129,27.0,33,14
BH-129,28.5,17,66
BH-129,30.0,47,67
BH-129,31.5,10,62
BH-129,33.0,44,72
BH-129,34.5,2,41
BH-129,36.0,35,17
BH-129,37.5,43,71
BH-129,39.0,32,25
BH-129,40.5,13,88
BH-129,42.0,14,89
BH-130,1.5,37,59
BH-130,3.0,26,24
BH-130,4.5,10,18
BH-130,6.0,45,13
BH-130,7.5,28,64
BH-130,9.0,37,27
BH-130,10.5,35,33
BH-130,12.0,29,74
BH-130,13.5,13,55
BH-130,15.0,49,84
BH-130,16.5,23,9
BH-130,18.0,22,86
BH-130,19.5,40,35
BH-130,21.0,20,90
BH-130,22.5,23,33
BH-130,24.0,30,89
BH-130,25.5,15,69
BH-130,27.0,12,31
BH-130,28.5,16,28
BH-130,30.0,6,20
BH-130,31.5,20,78
BH-130,33.0,38,47
BH-130,34.5,12,53
BH-130,36.0,30,23
BH-130,37.5,33,19
BH-130,39.0,36,58
BH-130,40.5,49,32
BH-130,42.0,45,12
BH-130,43.5,14,62
BH-130,45.0,20,71
BH-130,46.5,32,90
BH-130,48.0,18,14
BH-130,49.5,45,46
BH-130,51.0,23,94
BH-131,1.5,50,60
BH-131,3.0,37,42
BH-131,4.5,15,86
BH-131,6.0,10,73
BH-131,7.5,8,13
BH-131,9.0,19,22
BH-131,10.5,48,46
BH-131,12.0,41,17
BH-131,13.5,40,68
BH-131,15.0,48,94
BH-131,16.5,45,13
BH-131,18.0,19,78
BH-131,19.5,21,31
BH-131,21.0,49,5
BH-131,22.5,45,85
BH-131,24.0,30,90
BH-131,25.5,15,100
BH-131,27.0,18,24
BH-131,28.5,40,63
BH-131,30.0,34,88
BH-131,31.5,30,9
BH-131,33.0,9,39
BH-131,34.5,4,62
BH-131,36.0,5,61
BH-131,37.5,30,73
BH-131,39.0,32,75
BH-132,1.5,45,20
BH-132,3.0,3,15
BH-132,4.5,30,35
BH-132,6.0,50,23
BH-132,7.5,20,7
BH-132,9.0,29,49
BH-132,10.5,33,30
BH-132,12.0,40,49
BH-132,13.5,31,2
BH-132,15.0,18,81
BH-132,16.5,6,11
BH-132,18.0,2,43
BH-132,19.5,17,81
BH-132,21.0,40,54
BH-132,22.5,20,54
BH-132,24.0,49,61
BH-132,25.5,10,14
BH-132,27.0,12,59
BH-132,28.5,31,42
BH-132,30.0,48,72
BH-132,31.5,46,44
BH-132,33.0,45,8
BH-132,34.5,42,99
BH-132,36.0,32,57
BH-132,37.5,50,72
BH-132,39.0,32,63
BH-132,40.5,49,91
BH-132,42.0,37,20
BH-132,43.5,5,85
BH-132,45.0,23,66
BH-132,46.5,24,48
BH-132,48.0,43,16
BH-132,49.5,39,50
BH-132,51.0,5,50
BH-132,52.5,12,28
BH-132,54.0,27,54
BH-133,1.5,11,50
BH-133,3.0,27,75
BH-133,4.5,26,8
BH-133,6.0,14,3
BH-133,7.5,23,87
BH-133,9.0,3,29
BH-133,10.5,12,86
BH-133,12.0,8,0
BH-133,13.5,44,76
BH-133,15.0,35,20
BH-133,16.5,3,51
BH-133,18.0,22,21
BH-133,19.5,14,86
BH-133,21.0,46,9
BH-133,22.5,37,27
BH-133,24.0,33,86
BH-133,25.5,18,21
BH-133,27.0,18,25
BH-133,28.5,35,5
BH-133,30.0,42,49
BH-133,31.5,39,96
BH-133,33.0,32,66
BH-133,34.5,49,28
BH-133,36.0,40,71
BH-133,37.5,35,87
BH-133,39.0,47,7
BH-134,1.5,21,45
BH-134,3.0,9,36
BH-134,4.5,21,5
BH-134,6.0,28,44
BH-134,7.5,31,11
BH-134,9.0,50,0
BH-134,10.5,29,39
BH-134,12.0,49,93
BH-134,13.5,11,100
BH-134,15.0,5,37
BH-134,16.5,5,24
BH-134,18.0,12,88
BH-134,19.5,46,82
BH-134,21.0,39,99
BH-134,22.5,34,68
BH-134,24.0,12,32
BH-134,25.5,5,39
BH-134,27.0,45,56
BH-134,28.5,8,99
BH-134,30.0,42,30
BH-134,31.5,4,97
BH-134,33.0,12,1
BH-134,34.5,8,8
BH-134,36.0,15,73
BH-134,37.5,21,33
BH-134,39.0,15,22
BH-134,40.5,1,55
BH-134,42.0,28,62
BH-134,43.5,35,32
BH-134,45.0,37,68
BH-134,46.5,46,72
BH-134,48.0,6,19
BH-134,49.5,36,41
BH-134,51.0,45,51
BH-134,52.5,46,9
BH-134,54.0,29,100
BH-134,55.5,9,15
BH-134,57.0,12,83
BH-134,58.5,36,47
BH-135,1.5,41,45
BH-135,3.0,14,38
BH-135,4.5,24,58
BH-135,6.0,41,31
BH-135,7.5,19,42
BH-135,9.0,44,3
BH-135,10.5,25,42
BH-135,12.0,18,37
BH-135,13.5,46,15
BH-135,15.0,43,23
BH-135,16.5,26,96
BH-135,18.0,21,13
BH-135,19.5,43,2
BH-135,21.0,25,38
BH-135,22.5,2,86
BH-135,24.0,15,14
BH-135,25.5,7,42
BH-135,27.0,1,91
BH-135,28.5,41,84
BH-135,30.0,29,94
BH-135,31.5,35,40
BH-136,1.5,8,53
BH-136,3.0,50,34
BH-136,4.5,45,21
BH-136,6.0,7,73
BH-136,7.5,41,68
BH-136,9.0,43,94
BH-136,10.5,2,44
BH-136,12.0,2,99
BH-136,13.5,12,77
BH-136,15.0,31,66
BH-136,16.5,12,52
BH-136,18.0,40,29
BH-136,19.5,31,70
BH-136,21.0,8,31
BH-136,22.5,6,54
BH-136,24.0,3,65
BH-136,25.5,33,38
BH-136,27.0,9,30
BH-136,28.5,16,84
BH-136,30.0,20,29
BH-136,31.5,44,77
BH-136,33.0,42,0
BH-136,34.5,27,11
BH-136,36.0,11,17
BH-136,37.5,24,28
BH-136,39.0,42,3
BH-136,40.5,7,34
BH-136,42.0,23,21
BH-136,43.5,48,64
BH-136,45.0,42,82
BH-137,1.5,29,82
BH-137,3.0,15,24
BH-137,4.5,22,23
BH-137,6.0,25,13
BH-137,7.5,5,86
BH-137,9.0,9,72
BH-137,10.5,17,13
BH-137,12.0,44,56
BH-137,13.5,30,17
BH-137,15.0,28,36
BH-137,16.5,12,92
BH-137,18.0,5,78
BH-137,19.5,42,46
BH-137,21.0,18,9
BH-137,22.5,14,65
BH-137,24.0,26,91
BH-137,25.5,47,56
BH-137,27.0,19,14
BH-137,28.5,3,76
BH-137,30.0,14,48
BH-137,31.5,39,98
BH-137,33.0,39,4
BH-137,34.5,42,25
BH-137,36.0,34,60
BH-137,37.5,7,55
BH-138,1.5,12,92
BH-138,3.0,25,29
BH-138,4.5,14,5
BH-138,6.0,22,99
BH-138,7.5,22,1
BH-138,9.0,10,51
BH-138,10.5,27,3
BH-138,12.0,44,44
BH-138,13.5,26,93
BH-138,15.0,12,73
BH-138,16.5,4,41
BH-138,18.0,34,4
BH-138,19.5,12,45
BH-138,21.0,49,63
BH-138,22.5,31,83
BH-138,24.0,28,17
BH-138,25.5,41,50
BH-138,27.0,26,97
BH-138,28.5,50,57
BH-138,30.0,45,65
BH-139,1.5,35,35
BH-139,3.0,30,91
BH-139,4.5,35,65
BH-139,6.0,18,66
BH-139,7.5,30,53
BH-139,9.0,7,71
BH-139,10.5,38,49
BH-139,12.0,1,14
BH-139,13.5,4,34
BH-139,15.0,38,65
BH-139,16.5,11,90
BH-139,18.0,21,54
BH-139,19.5,12,19
BH-139,21.0,21,33
BH-139,22.5,14,39
BH-139,24.0,6,9
BH-139,25.5,44,13
BH-139,27.0,25,96
BH-139,28.5,21,55
BH-139,30.0,3,76
BH-139,31.5,42,46
BH-139,33.0,5,33
BH-139,34.5,28,45
BH-139,36.0,24,46
BH-139,37.5,49,29
BH-139,39.0,42,28
BH-139,40.5,32,87
BH-140,1.5,34,17
BH-140,3.0,6,33
BH-140,4.5,16,58
BH-140,6.0,47,45
BH-140,7.5,14,22
BH-140,9.0,22,89
BH-140,10.5,27,41
BH-140,12.0,6,10
BH-140,13.5,30,20
BH-140,15.0,46,41
BH-140,16.5,39,97
BH-140,18.0,36,58
BH-140,19.5,35,9
BH-140,21.0,49,92
BH-140,22.5,32,44
BH-140,24.0,35,51
BH-140,25.5,26,70
BH-140,27.0,40,53
BH-140,28.5,9,67
BH-140,30.0,39,20
BH-140,31.5,43,58
BH-140,33.0,12,16
BH-140,34.5,5,3
BH-140,36.0,14,21
BH-140,37.5,21,73
BH-140,39.0,4,6
BH-140,40.5,11,33
BH-140,42.0,40,79
BH-140,43.5,25,97
BH-140,45.0,14,45
BH-140,46.5,39,61
BH-140,48.0,26,8
BH-140,49.5,8,23
BH-140,51.0,9,19
BH-141,1.5,21,9
BH-141,3.0,22,34
BH-141,4.5,30,57
BH-141,6.0,47,2
BH-141,7.5,39,1
BH-141,9.0,13,46
BH-141,10.5,23,31
BH-141,12.0,7,41
BH-141,13.5,36,45
BH-141,15.0,21,66
BH-141,16.5,19,59
BH-141,18.0,18,84
BH-141,19.5,34,40
BH-141,21.0,34,39
BH-141,22.5,32,36
BH-141,24.0,6,65
BH-141,25.5,27,22
BH-141,27.0,18,79
BH-141,28.5,10,33
BH-141,30.0,13,83
BH-141,31.5,42,30
BH-141,33.0,14,4
BH-142,1.5,32,24
BH-142,3.0,49,91
BH-142,4.5,7,98
BH-142,6.0,17,49
BH-142,7.5,42,65
BH-142,9.0,14,87
BH-142,10.5,8,33
BH-142,12.0,20,23
BH-142,13.5,7,60
BH-142,15.0,7,28
BH-142,16.5,40,44
BH-142,18.0,7,12
BH-142,19.5,41,36
BH-142,21.0,38,22
BH-142,22.5,2,61
BH-142,24.0,44,4
BH-142,25.5,39,30
BH-142,27.0,46,60
BH-142,28.5,46,43
BH-142,30.0,28,45
BH-142,31.5,1,56
BH-142,33.0,9,61
BH-142,34.5,37,16
BH-142,36.0,50,92
BH-142,37.5,48,8
BH-142,39.0,19,65
BH-142,40.5,19,46
BH-142,42.0,28,88
BH-142,43.5,46,4
BH-142,45.0,22,63
BH-142,46.5,35,28
BH-142,48.0,10,60
BH-142,49.5,24,19
BH-143,1.5,43,84
BH-143,3.0,8,22
BH-143,4.5,22,43
BH-143,6.0,19,15
BH-143,7.5,2,21
BH-143,9.0,41,76
BH-143,10.5,28,57
BH-143,12.0,41,62
BH-143,13.5,29,21
BH-143,15.0,32,32
BH-143,16.5,24,0
BH-143,18.0,19,79
BH-143,19.5,35,7
BH-143,21.0,19,27
BH-143,22.5,49,97
BH-143,24.0,13,43
BH-143,25.5,45,17
BH-143,27.0,21,19
BH-143,28.5,20,74
BH-143,30.0,1,43
BH-143,31.5,30,0
BH-144,1.5,17,47
BH-144,3.0,29,36
BH-144,4.5,44,32
BH-144,6.0,8,39
BH-144,7.5,23,5
BH-144,9.0,4,47
BH-144,10.5,20,87
BH-144,12.0,11,21
